,ticker,eps,dividend,tcl,tse,stable,total_cash,total_current_asset
513,PGZ,,0.1192,,,,,
514,GYC.F,0.51142006,0.0849,"
2021-12-31    773046000.0
2020-12-31    427300000.0
2019-12-31    454282000.0
2018-12-31    306059000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    5.187777e+09
2020-12-31    5.019941e+09
2019-12-31    4.522682e+09
2018-12-31    4.257546e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.149013
2020-12-31    0.085121
2019-12-31    0.100445
2018-12-31    0.071886
dtype: float64","
2021-12-31    8.954860e+08
2020-12-31    1.412199e+09
2019-12-31    9.140540e+08
2018-12-31    6.031580e+08
Name: Cash, dtype: float64","
2021-12-31    1.679158e+09
2020-12-31    2.264093e+09
2019-12-31    1.628783e+09
2018-12-31    1.237615e+09
Name: Total Current Assets, dtype: float64"
515,ASCA,,,"
2021-12-31    254106.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    22750.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    11.169495
dtype: float64",,
516,EGP,0.986310986,0.0327,"
2021-12-31    112300000.0
2020-12-31     80325000.0
2019-12-31     92702000.0
2018-12-31     86563000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.570070e+09
2020-12-31    1.269638e+09
2019-12-31    1.200564e+09
2018-12-31    9.030590e+08
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.071525
2020-12-31    0.063266
2019-12-31    0.077215
2018-12-31    0.095855
dtype: float64","
2021-12-31    4393000.0
2020-12-31      21000.0
2019-12-31     224000.0
2018-12-31     374000.0
Name: Cash, dtype: float64","
2021-12-31    95855000.0
2020-12-31    73789000.0
2019-12-31    68204000.0
2018-12-31    56795000.0
Name: Total Current Assets, dtype: float64"
517,VGFC,,,,,,,
518,BYFC,,,"
2021-12-31    858381000.0
2020-12-31    315630000.0
2019-12-31    302153000.0
2018-12-31    284806000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    138000000.0
2020-12-31     48885000.0
2019-12-31     48848000.0
2018-12-31     48436000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    6.220152
2020-12-31    6.456582
2019-12-31    6.185576
2018-12-31    5.880048
dtype: float64","
2021-12-31    231520000.0
2020-12-31     96109000.0
2019-12-31     15566000.0
2018-12-31     16651000.0
Name: Cash, dtype: float64","
2021-12-31    234892000.0
2020-12-31     97311000.0
2019-12-31     16789000.0
2018-12-31     24858000.0
Name: Total Current Assets, dtype: float64"
519,OLMA,1.441860465,,"
2021-12-31    9019000.0
2020-12-31    4585000.0
2019-12-31    1378000.0
2018-12-31     201000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    284568000.0
2020-12-31    338137000.0
2019-12-31    -10594000.0
2018-12-31     -6278000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.031694
2020-12-31    0.013560
2019-12-31   -0.130074
2018-12-31   -0.032017
dtype: float64","
2021-12-31     13812000.0
2020-12-31    338549000.0
2019-12-31        68000.0
2018-12-31      3149000.0
Name: Cash, dtype: float64","
2021-12-31    290685000.0
2020-12-31    342137000.0
2019-12-31       103000.0
2018-12-31      3242000.0
Name: Total Current Assets, dtype: float64"
520,PLUG,0.10739103,,"
2021-12-31    420553000.0
2020-12-31    222366000.0
2019-12-31    133962000.0
2018-12-31    146370000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.605696e+09
2020-12-31    1.466919e+09
2019-12-31    1.299040e+08
2018-12-31    2.713000e+06
Name: Total Stockholder Equity, dtype: float64","
2021-12-31     0.091311
2020-12-31     0.151587
2019-12-31     1.031238
2018-12-31    53.951345
dtype: float64","
2021-12-31    2.481269e+09
2020-12-31    1.312404e+09
2019-12-31    1.394960e+08
2018-12-31    3.860200e+07
Name: Cash, dtype: float64","
2021-12-31    4.448525e+09
2020-12-31    1.603196e+09
2019-12-31    3.136600e+08
2018-12-31    1.556150e+08
Name: Total Current Assets, dtype: float64"
521,PAQCU,,,,,,,
522,SWZ,,0.09770001,"
2021-12-31    357620.0
2020-12-31    551454.0
2019-12-31    407397.0
2018-12-31    343579.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    151912274.0
2020-12-31    138039664.0
2019-12-31    128863833.0
2018-12-31    105576888.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.002354
2020-12-31    0.003995
2019-12-31    0.003161
2018-12-31    0.003254
dtype: float64","
2021-12-31     807367.0
2020-12-31     761501.0
2019-12-31     395340.0
2018-12-31    6401229.0
Name: Cash, dtype: float64","
2021-12-31    2108377.0
2020-12-31    2076591.0
2019-12-31    2347815.0
2018-12-31    7816167.0
Name: Total Current Assets, dtype: float64"
523,BAOS,,,"
2021-12-31    19481397.0
2020-12-31    51679647.0
2019-12-31    49433839.0
2018-12-31    54567014.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    74061289.0
2020-12-31    41660861.0
2019-12-31    32184494.0
2018-12-31    19545735.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.263044
2020-12-31    1.240484
2019-12-31    1.535952
2018-12-31    2.791761
dtype: float64","
2021-12-31    4751538.0
2020-12-31    6576658.0
2019-12-31    8120622.0
2018-12-31    1251758.0
Name: Cash, dtype: float64","
2021-12-31    86200974.0
2020-12-31    92072530.0
2019-12-31    82408637.0
2018-12-31    76703859.0
Name: Total Current Assets, dtype: float64"
524,LAXXU,,,,,,,
525,LTRX,-1.779141104,,"
2022-06-30    35521000.0
2021-06-30    22864000.0
2020-06-30    15769000.0
2019-06-30    11472000.0
Name: Total Current Liabilities, dtype: float64","
2022-06-30    79896000.0
2021-06-30    46096000.0
2020-06-30    46520000.0
2019-06-30    37266000.0
Name: Total Stockholder Equity, dtype: float64","
2022-06-30    0.444590
2021-06-30    0.496008
2020-06-30    0.338972
2019-06-30    0.307841
dtype: float64","
2022-06-30    17221000.0
2021-06-30     9739000.0
2020-06-30     7691000.0
2019-06-30    18282000.0
Name: Cash, dtype: float64","
2022-06-30    90033000.0
2021-06-30    43153000.0
2020-06-30    34510000.0
2019-06-30    38190000.0
Name: Total Current Assets, dtype: float64"
526,RXRA,,,"
2021-12-31    361372.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -20842850.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.017338
dtype: float64","
2021-12-31    195671.0
Name: Cash, dtype: float64","
2021-12-31    564336.0
Name: Total Current Assets, dtype: float64"
527,QIA.F,1.182033097,,"
2021-12-31    1.517470e+09
2020-12-31    5.721750e+08
2019-12-31    9.513450e+08
2018-12-31    9.721890e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.096550e+09
2020-12-31    2.797839e+09
2019-12-31    2.536591e+09
2018-12-31    2.634970e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.490052
2020-12-31    0.204506
2019-12-31    0.375049
2018-12-31    0.368956
dtype: float64","
2021-12-31    8.805160e+08
2020-12-31    5.979840e+08
2019-12-31    6.236470e+08
2018-12-31    1.159079e+09
Name: Cash, dtype: float64","
2021-12-31    2.109602e+09
2020-12-31    1.624405e+09
2019-12-31    1.570248e+09
2018-12-31    2.155060e+09
Name: Total Current Assets, dtype: float64"
528,VIRX,0.3102735,,"
2021-12-31    9084000.0
2020-12-31    6284000.0
2019-12-31    2394234.0
2018-12-31    6210191.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    88919000.0
2020-12-31   -46200000.0
2019-12-31   -28383019.0
2018-12-31   -15860350.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.102160
2020-12-31   -0.136017
2019-12-31   -0.084354
2018-12-31   -0.391554
dtype: float64","
2021-12-31    103554000.0
2020-12-31     47089000.0
2019-12-31     18217926.0
2018-12-31      4013493.0
Name: Cash, dtype: float64","
2021-12-31    105273000.0
2020-12-31     47199000.0
2019-12-31     18299334.0
2018-12-31      4183191.0
Name: Total Current Assets, dtype: float64"
529,GFF,1.162011173,0.0111,"
2021-09-30    531636000.0
2020-09-30    441822000.0
2019-09-30    390099000.0
2018-09-30    393071000.0
Name: Total Current Liabilities, dtype: float64","
2021-09-30    807158000.0
2020-09-30    700151000.0
2019-09-30    477763000.0
2018-09-30    474391000.0
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    0.658652
2020-09-30    0.631038
2019-09-30    0.816512
2018-09-30    0.828580
dtype: float64","
2021-09-30    248653000.0
2020-09-30    218089000.0
2019-09-30     72377000.0
2018-09-30     69758000.0
Name: Cash, dtype: float64","
2021-09-30    1.366279e+09
2020-09-30    1.106028e+09
2019-09-30    9.251790e+08
2018-09-30    9.128740e+08
Name: Total Current Assets, dtype: float64"
530,ENB,1.638935108,0.0678,"
2021-12-31    1.822900e+10
2020-12-31    1.397900e+10
2019-12-31    1.589800e+10
2018-12-31    1.485500e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    5.307900e+10
2020-12-31    5.362000e+10
2019-12-31    5.829600e+10
2018-12-31    6.172300e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.343431
2020-12-31    0.260705
2019-12-31    0.272712
2018-12-31    0.240672
dtype: float64","
2021-12-31    286000000.0
2020-12-31    452000000.0
2019-12-31    648000000.0
2018-12-31    518000000.0
Name: Cash, dtype: float64","
2021-12-31    8.959000e+09
2020-12-31    7.350000e+09
2019-12-31    8.713000e+09
2018-12-31    8.572000e+09
Name: Total Current Assets, dtype: float64"
531,HYMCW,,,"
2021-12-31     31265000.0
2020-12-31     21681000.0
2019-12-31    569496000.0
2018-12-31    138049000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    -68494000.0
2020-12-31     16617000.0
2019-12-31   -439251000.0
2018-12-31   -340356000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.456463
2020-12-31    1.304748
2019-12-31   -1.296516
2018-12-31   -0.405602
dtype: float64","
2021-12-31    12342000.0
2020-12-31    56363000.0
2019-12-31     6220000.0
2018-12-31     9138000.0
Name: Cash, dtype: float64","
2021-12-31     37389000.0
2020-12-31    112000000.0
2019-12-31     38750000.0
2018-12-31     18489000.0
Name: Total Current Assets, dtype: float64"
532,0LC6.L,,,"
2022-07-02    8.750054e+09
2021-07-03    7.319844e+09
2020-06-27    6.717853e+09
2019-06-29    6.103183e+09
Name: Total Current Liabilities, dtype: float64","
2022-07-02    1.382260e+09
2021-07-03    1.552896e+09
2020-06-27    1.158613e+09
2019-06-29    2.502603e+09
Name: Total Stockholder Equity, dtype: float64","
2022-07-02    6.330252
2021-07-03    4.713673
2020-06-27    5.798185
2019-06-29    2.438734
dtype: float64","
2022-07-02    8.670860e+08
2021-07-03    3.007123e+09
2020-06-27    6.059427e+09
2019-06-29    5.134600e+08
Name: Cash, dtype: float64","
2022-07-02    1.048322e+10
2021-07-03    1.073357e+10
2020-06-27    1.234823e+10
2019-06-29    8.141505e+09
Name: Total Current Assets, dtype: float64"
533,JD,0.529327611,,"
2021-12-31    2.216360e+11
2020-12-31    1.740170e+11
2019-12-31    1.400170e+11
2018-12-31    1.208620e+11
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.089110e+11
2020-12-31    1.875430e+11
2019-12-31    8.185597e+10
2018-12-31    5.977097e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.060911
2020-12-31    0.927878
2019-12-31    1.710529
2018-12-31    2.022085
dtype: float64","
2021-12-31    7.076700e+10
2020-12-31    8.608500e+10
2019-12-31    3.697142e+10
2018-12-31    3.426244e+10
Name: Cash, dtype: float64","
2021-12-31    2.996720e+11
2020-12-31    2.348010e+11
2019-12-31    1.390946e+11
2018-12-31    1.048558e+11
Name: Total Current Assets, dtype: float64"
534,BPACW,,,,,,,
535,AFGB,,,,,,,
536,GNSS,3,,"
2021-09-30    17466000.0
2020-09-30    10321000.0
2019-09-30     9274000.0
2018-09-30     6579802.0
Name: Total Current Liabilities, dtype: float64","
2021-09-30    65958000.0
2020-09-30    49140000.0
2019-09-30    35381000.0
2018-09-30    33489207.0
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    0.264805
2020-09-30    0.210033
2019-09-30    0.262118
2018-09-30    0.196475
dtype: float64","
2021-09-30    13167000.0
2020-09-30    23319000.0
2019-09-30    18819000.0
2018-09-30    11063091.0
Name: Cash, dtype: float64","
2021-09-30    35485000.0
2020-09-30    40117000.0
2019-09-30    34038000.0
2018-09-30    27670274.0
Name: Total Current Assets, dtype: float64"
537,PSA,1.177522731,0.026800001,"
2021-12-31    981728000.0
2020-12-31    394655000.0
2019-12-31    383284000.0
2018-12-31    371259000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    5.235177e+09
2020-12-31    4.766367e+09
2019-12-31    4.997911e+09
2018-12-31    5.094478e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.187525
2020-12-31    0.082800
2019-12-31    0.076689
2018-12-31    0.072875
dtype: float64","
2021-12-31    734599000.0
2020-12-31    257560000.0
2019-12-31    409743000.0
2018-12-31    361218000.0
Name: Cash, dtype: float64","
2021-12-31    761290000.0
2020-12-31    282600000.0
2019-12-31    441054000.0
2018-12-31    384019000.0
Name: Total Current Assets, dtype: float64"
538,NGLOY,0.898203593,0.077199996,"
2021-12-31    1.058300e+10
2020-12-31    9.078000e+09
2019-12-31    7.245000e+09
2018-12-31    6.836000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.782500e+10
2020-12-31    2.582400e+10
2019-12-31    2.479500e+10
2018-12-31    2.359800e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.380341
2020-12-31    0.351533
2019-12-31    0.292196
2018-12-31    0.289686
dtype: float64","
2021-12-31    9.066000e+09
2020-12-31    7.521000e+09
2019-12-31    6.345000e+09
2018-12-31    6.567000e+09
Name: Cash, dtype: float64","
2021-12-31    1.897300e+10
2020-12-31    1.749500e+10
2019-12-31    1.343200e+10
2018-12-31    1.331200e+10
Name: Total Current Assets, dtype: float64"
539,GIKLY,,,"
2021-12-31    3.474312e+09
2020-12-31    1.335138e+09
2019-12-31    1.366558e+09
2018-12-31    1.257321e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    6.096643e+09
2020-12-31    5.108392e+09
2019-12-31    4.822119e+09
2018-12-31    4.225554e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.569873
2020-12-31    0.261362
2019-12-31    0.283394
2018-12-31    0.297552
dtype: float64","
2021-12-31    6.554930e+08
2020-12-31    5.796470e+08
2019-12-31    7.419820e+08
2018-12-31    1.033792e+09
Name: Cash, dtype: float64","
2021-12-31    5.510280e+09
2020-12-31    3.164954e+09
2019-12-31    5.362184e+09
2018-12-31    3.483251e+09
Name: Total Current Assets, dtype: float64"
540,INFU,0.6625,,"
2021-12-31    12896000.0
2020-12-31    22997000.0
2019-12-31    21847000.0
2018-12-31    14790000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    48272000.0
2020-12-31    40752000.0
2019-12-31    22334000.0
2018-12-31    20441000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.267153
2020-12-31    0.564316
2019-12-31    0.978195
2018-12-31    0.723546
dtype: float64","
2021-12-31     186000.0
2020-12-31    9648000.0
2019-12-31    2647000.0
2018-12-31    4318000.0
Name: Cash, dtype: float64","
2021-12-31    22065000.0
2020-12-31    29771000.0
2019-12-31    19305000.0
2018-12-31    17537000.0
Name: Total Current Assets, dtype: float64"
541,MVST,0.025561439,,"
2021-12-31    175594000.0
2020-12-31    183626000.0
2019-12-31    195798000.0
2018-12-31            NaN
Name: Total Current Liabilities, dtype: float64","
2021-12-31    686698000.0
2020-12-31   -384602000.0
2019-12-31   -320261000.0
2018-12-31            NaN
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.255708
2020-12-31   -0.477444
2019-12-31   -0.611370
2018-12-31         NaN
dtype: float64","
2021-12-31    480931000.0
2020-12-31     21496000.0
2019-12-31     27978000.0
2018-12-31            NaN
Name: Cash, dtype: float64","
2021-12-31    706606000.0
2020-12-31    189323000.0
2019-12-31    206847000.0
2018-12-31            NaN
Name: Total Current Assets, dtype: float64"
542,XBIT,-0.357142857,,"
2021-12-31     3453000.0
2020-12-31     3984000.0
2019-12-31    60190000.0
2018-12-31     2944000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    269385000.0
2020-12-31    348639000.0
2019-12-31    755631000.0
2018-12-31     41398000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.012818
2020-12-31    0.011427
2019-12-31    0.079655
2018-12-31    0.071115
dtype: float64","
2021-12-31    236983000.0
2020-12-31    237366000.0
2019-12-31    714594000.0
2018-12-31     15823000.0
Name: Cash, dtype: float64","
2021-12-31    246870000.0
2020-12-31    325875000.0
2019-12-31    716263000.0
2018-12-31     17016000.0
Name: Total Current Assets, dtype: float64"
543,DOYU,-11.45098039,,"
2021-12-31    1.848991e+09
2020-12-31    1.882844e+09
2019-12-31    1.794236e+09
2018-12-31    2.863913e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    6.258587e+09
2020-12-31    6.939016e+09
2019-12-31    7.241909e+09
2018-12-31   -3.013883e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.295433
2020-12-31    0.271342
2019-12-31    0.247757
2018-12-31   -0.950240
dtype: float64","
2021-12-31    4.456406e+09
2020-12-31    5.279902e+09
2019-12-31    8.091990e+09
2018-12-31    5.562205e+09
Name: Cash, dtype: float64","
2021-12-31    7.229095e+09
2020-12-31    8.033757e+09
2019-12-31    8.601650e+09
2018-12-31    6.117009e+09
Name: Total Current Assets, dtype: float64"
544,VIAV,6.640625,,"
2022-07-02    369300000.0
2021-07-03    747400000.0
2020-06-27    232800000.0
2019-06-29    284000000.0
Name: Total Current Liabilities, dtype: float64","
2022-07-02    671700000.0
2021-07-03    763900000.0
2020-06-27    711400000.0
2019-06-29    725800000.0
Name: Total Stockholder Equity, dtype: float64","
2022-07-02    0.549799
2021-07-03    0.978400
2020-06-27    0.327242
2019-06-29    0.391292
dtype: float64","
2022-07-02    559900000.0
2021-07-03    697800000.0
2020-06-27    539000000.0
2019-06-29    521500000.0
Name: Cash, dtype: float64","
2022-07-02    1.005100e+09
2021-07-03    1.112100e+09
2020-06-27    9.136000e+08
2019-06-29    9.168000e+08
Name: Total Current Assets, dtype: float64"
545,AFBI,,,"
2021-12-31    618268713.0
2020-12-31    642083000.0
2019-12-31    238939000.0
2018-12-31    222613000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    120968000.0
2020-12-31     80785000.0
2019-12-31     77167000.0
2018-12-31     76398000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    5.111010
2020-12-31    7.948047
2019-12-31    3.096388
2018-12-31    2.913859
dtype: float64","
2021-12-31    111776000.0
2020-12-31    178253000.0
2019-12-31     46594000.0
2018-12-31     35195000.0
Name: Cash, dtype: float64","
2021-12-31    122365000.0
2020-12-31    188953000.0
2019-12-31     51267000.0
2018-12-31     41399000.0
Name: Total Current Assets, dtype: float64"
546,MHUA,,,"
2021-12-31    29088779.0
2020-12-31    21313044.0
2019-12-31    13546634.0
2018-12-31    17956071.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    107768602.0
2020-12-31     84735780.0
2019-12-31     59658320.0
2018-12-31     44462246.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.269919
2020-12-31    0.251524
2019-12-31    0.227070
2018-12-31    0.403850
dtype: float64","
2021-12-31     8149276.0
2020-12-31     7187334.0
2019-12-31    16030855.0
2018-12-31    14803623.0
Name: Cash, dtype: float64","
2021-12-31    97276350.0
2020-12-31    67566231.0
2019-12-31    52576163.0
2018-12-31    49972343.0
Name: Total Current Assets, dtype: float64"
547,ALCO,0.576004496,0.0669,"
2021-09-30    22306000.0
2020-09-30    21158000.0
2019-09-30    28951000.0
2018-09-30    21476000.0
Name: Total Current Liabilities, dtype: float64","
2021-09-30    242203000.0
2020-09-30    216341000.0
2019-09-30    194303000.0
2018-09-30    172117000.0
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    0.092096
2020-09-30    0.097799
2019-09-30    0.148999
2018-09-30    0.124776
dtype: float64","
2021-09-30      886000.0
2020-09-30     3163000.0
2019-09-30    18630000.0
2018-09-30    25260000.0
Name: Cash, dtype: float64","
2021-09-30    54913000.0
2020-09-30    51899000.0
2019-09-30    61977000.0
2018-09-30    71061000.0
Name: Total Current Assets, dtype: float64"
548,BKN,,0.0589,"
2022-04-30    55784549.0
2021-04-30    55839318.0
2020-04-30    58806122.0
2019-04-30    53749336.0
Name: Total Current Liabilities, dtype: float64","
2022-04-30    237645507.0
2021-04-30    287404107.0
2020-04-30    255884282.0
2019-04-30    270706810.0
Name: Total Stockholder Equity, dtype: float64","
2022-04-30    0.234738
2021-04-30    0.194289
2020-04-30    0.229815
2019-04-30    0.198552
dtype: float64","
2022-04-30    121830.0
2021-04-30     26577.0
2020-04-30         NaN
2019-04-30    113922.0
Name: Cash, dtype: float64","
2022-04-30    7925873.0
2021-04-30    5633612.0
2020-04-30    6872964.0
2019-04-30    6235378.0
Name: Total Current Assets, dtype: float64"
549,PCCTW,,,,,,,
550,MGNT.ME,0.942788931,0.1205,"
2021-12-31    4.150395e+11
2020-12-31    2.842733e+11
2019-12-31    3.003988e+11
2018-12-31    2.677797e+11
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.789852e+11
2020-12-31    1.828889e+11
2019-12-31    1.885328e+11
2018-12-31    2.124420e+11
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    2.318849
2020-12-31    1.554349
2019-12-31    1.593350
2018-12-31    1.260483
dtype: float64","
2021-12-31    7.339861e+10
2020-12-31    4.469958e+10
2019-12-31    8.901298e+09
2018-12-31    2.674775e+10
Name: Cash, dtype: float64","
2021-12-31    3.200981e+11
2020-12-31    2.669310e+11
2019-12-31    2.513428e+11
2018-12-31    2.226929e+11
Name: Total Current Assets, dtype: float64"
551,FIVE.L,,,,,,,
552,HLMAF,,0.0092,"
2022-03-31    363900000.0
2021-03-31    248000000.0
2020-03-31    313200000.0
2019-03-31    213100000.0
Name: Total Current Liabilities, dtype: float64","
2022-03-31    1.402700e+09
2021-03-31    1.167000e+09
2020-03-31    1.137600e+09
2019-03-31    9.814000e+08
Name: Total Stockholder Equity, dtype: float64","
2022-03-31    0.259428
2021-03-31    0.212511
2020-03-31    0.275316
2019-03-31    0.217139
dtype: float64","
2022-03-31    157400000.0
2021-03-31    134100000.0
2020-03-31    106300000.0
2019-03-31     81200000.0
Name: Cash, dtype: float64","
2022-03-31    712700000.0
2021-03-31    574100000.0
2020-03-31    575200000.0
2019-03-31    486200000.0
Name: Total Current Assets, dtype: float64"
553,ESGRP,,0.0806,"
2021-12-31    5.510000e+08
2020-12-31    9.930000e+08
2019-12-31    1.656338e+09
2018-12-31    1.231687e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    6.008000e+09
2020-12-31    6.586000e+09
2019-12-31    4.753353e+09
2018-12-31    3.813103e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.091711
2020-12-31    0.150774
2019-12-31    0.348457
2018-12-31    0.323014
dtype: float64","
2021-12-31    1.646000e+09
2020-12-31    9.010000e+08
2019-12-31    6.244720e+08
2018-12-31    6.020960e+08
Name: Cash, dtype: float64","
2021-12-31    7.620000e+09
2020-12-31    9.291000e+09
2019-12-31    1.261951e+10
2018-12-31    1.167226e+10
Name: Total Current Assets, dtype: float64"
554,XOMAO,,0.0947,"
2021-12-31    12967000.0
2020-12-31    12302000.0
2019-12-31     8875000.0
2018-12-31     5703000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    141827000.0
2020-12-31     86375000.0
2019-12-31     43988000.0
2018-12-31     18785000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.091428
2020-12-31    0.142425
2019-12-31    0.201760
2018-12-31    0.303593
dtype: float64","
2021-12-31    93328000.0
2020-12-31    84222000.0
2019-12-31    56688000.0
2018-12-31    45780000.0
Name: Cash, dtype: float64","
2021-12-31    96973000.0
2020-12-31    88065000.0
2019-12-31    59973000.0
2018-12-31    47626000.0
Name: Total Current Assets, dtype: float64"
555,PFO,,0.0912,"
2021-11-30     379185.0
2020-11-30     367989.0
2019-11-30     468958.0
2018-11-30    1003172.0
Name: Total Current Liabilities, dtype: float64","
2021-11-30    156721488.0
2020-11-30    152137560.0
2019-11-30    149995029.0
2018-11-30    132230179.0
Name: Total Stockholder Equity, dtype: float64","
2021-11-30    0.002419
2020-11-30    0.002419
2019-11-30    0.003126
2018-11-30    0.007587
dtype: float64",,"
2021-11-30    2287847.0
2020-11-30    2073062.0
2019-11-30    2043183.0
2018-11-30    2215955.0
Name: Total Current Assets, dtype: float64"
556,REED,0.416666667,,"
2021-12-31    21724000.0
2020-12-31     8927000.0
2019-12-31     9411000.0
2018-12-31    14235000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31     4109000.0
2020-12-31    10310000.0
2019-12-31     1053000.0
2018-12-31    -6837000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    5.286931
2020-12-31    0.865858
2019-12-31    8.937322
2018-12-31   -2.082054
dtype: float64","
2021-12-31     49000.0
2020-12-31    595000.0
2019-12-31    913000.0
2018-12-31    624000.0
Name: Cash, dtype: float64","
2021-12-31    24705000.0
2020-12-31    18455000.0
2019-12-31    14296000.0
2018-12-31    10938000.0
Name: Total Current Assets, dtype: float64"
557,CCHGY,,0.0322,"
2021-12-31    2.516400e+09
2020-12-31    2.026200e+09
2019-12-31    2.667200e+09
2018-12-31    2.018600e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.114500e+09
2020-12-31    2.630700e+09
2019-12-31    2.697500e+09
2018-12-31    3.111100e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.807963
2020-12-31    0.770213
2019-12-31    0.988767
2018-12-31    0.648838
dtype: float64","
2021-12-31    7.828000e+08
2020-12-31    1.215800e+09
2019-12-31    8.230000e+08
2018-12-31    7.123000e+08
Name: Cash, dtype: float64","
2021-12-31    3.156900e+09
2020-12-31    2.527100e+09
2019-12-31    3.076300e+09
2018-12-31    2.438200e+09
Name: Total Current Assets, dtype: float64"
558,PSON.L,0.945365854,0.0219,"
2021-12-31    1.580000e+09
2020-12-31    1.645000e+09
2019-12-31    1.492000e+09
2018-12-31    2.134000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.270000e+09
2020-12-31    4.125000e+09
2019-12-31    4.313000e+09
2018-12-31    4.516000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.370023
2020-12-31    0.398788
2019-12-31    0.345931
2018-12-31    0.472542
dtype: float64","
2021-12-31    9.370000e+08
2020-12-31    1.097000e+09
2019-12-31    4.370000e+08
2018-12-31    5.680000e+08
Name: Cash, dtype: float64","
2021-12-31    3.221000e+09
2020-12-31    3.340000e+09
2019-12-31    3.173000e+09
2018-12-31    3.376000e+09
Name: Total Current Assets, dtype: float64"
559,COO,0.319069234,0.0002,"
2021-10-31    7.321000e+08
2020-10-31    1.004400e+09
2019-10-31    1.110600e+09
2018-10-31    5.365000e+08
Name: Total Current Liabilities, dtype: float64","
2021-10-31    6.941800e+09
2020-10-31    3.824600e+09
2019-10-31    3.628400e+09
2018-10-31    3.307600e+09
Name: Total Stockholder Equity, dtype: float64","
2021-10-31    0.105463
2020-10-31    0.262616
2019-10-31    0.306085
2018-10-31    0.162202
dtype: float64","
2021-10-31     95900000.0
2020-10-31    115900000.0
2019-10-31     89000000.0
2018-10-31     77700000.0
Name: Cash, dtype: float64","
2021-10-31    1.465300e+09
2020-10-31    1.274200e+09
2019-10-31    1.163400e+09
2018-10-31    1.090900e+09
Name: Total Current Assets, dtype: float64"
