,ticker,eps,dividend,tcl,tse,stable,total_cash,total_current_asset
343,IPG.F,0.065466448,,"
2021-12-31    1.089000e+10
2020-12-31    9.580500e+09
2019-12-31    9.420400e+09
2018-12-31    8.123900e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.526000e+09
2020-12-31    2.895000e+09
2019-12-31    2.775900e+09
2018-12-31    2.393200e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    3.088486
2020-12-31    3.309326
2019-12-31    3.393638
2018-12-31    3.394576
dtype: float64","
2021-12-31    3.270000e+09
2020-12-31    2.509000e+09
2019-12-31    1.192200e+09
2018-12-31    6.734000e+08
Name: Cash, dtype: float64","
2021-12-31    1.123180e+10
2020-12-31    9.367600e+09
2019-12-31    8.770700e+09
2018-12-31    8.182900e+09
Name: Total Current Assets, dtype: float64"
344,GTAC,2.77173913,0.039,"
2021-12-31    226000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -16557000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.01365
dtype: float64","
2021-12-31    1326000.0
Name: Cash, dtype: float64","
2021-12-31    1735000.0
Name: Total Current Assets, dtype: float64"
345,NBXG,,,,,,,
346,AUGX,,0.1271,"
2021-12-31    13994000.0
2020-12-31    16473000.0
2019-12-31    12864171.0
2018-12-31     9082900.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    23684000.0
2020-12-31     3124000.0
2019-12-31   -65141471.0
2018-12-31   -47050665.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.590863
2020-12-31    5.273047
2019-12-31   -0.197481
2018-12-31   -0.193045
dtype: float64","
2021-12-31    41255000.0
2020-12-31    20762000.0
2019-12-31     9603266.0
2018-12-31     9914454.0
Name: Cash, dtype: float64","
2021-12-31    50426000.0
2020-12-31    26770000.0
2019-12-31    14352697.0
2018-12-31    12533414.0
Name: Total Current Assets, dtype: float64"
347,GLEE,1.070840198,,"
2021-12-31    264577.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -2696552.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.098117
dtype: float64","
2021-12-31    769484.0
Name: Cash, dtype: float64","
2021-12-31    1195841.0
Name: Total Current Assets, dtype: float64"
348,HRS.F,,,"
2021-12-31    4.551000e+09
2021-01-01    4.240000e+09
2020-01-03    4.009000e+09
2019-06-28    2.268000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.921300e+10
2021-01-01    2.072400e+10
2020-01-03    2.258700e+10
2019-06-28    3.363000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.236871
2021-01-01    0.204594
2020-01-03    0.177491
2019-06-28    0.674398
dtype: float64","
2021-12-31    9.410000e+08
2021-01-01    1.276000e+09
2020-01-03    8.240000e+08
2019-06-28    5.300000e+08
Name: Cash, dtype: float64","
2021-12-31    6.359000e+09
2021-01-01    6.667000e+09
2020-01-03    6.312000e+09
2019-06-28    2.578000e+09
Name: Total Current Assets, dtype: float64"
349,KBX.F,1.637284321,0.0184,"
2021-12-31    2.697348e+09
2020-12-31    3.492067e+09
2019-12-31    2.512764e+09
2018-12-31    2.369967e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.328345e+09
2020-12-31    1.830653e+09
2019-12-31    1.784393e+09
2018-12-31    1.501902e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.158483
2020-12-31    1.907553
2019-12-31    1.408190
2018-12-31    1.577977
dtype: float64","
2021-12-31    1.380210e+09
2020-12-31    2.277048e+09
2019-12-31    1.880738e+09
2018-12-31    1.756033e+09
Name: Cash, dtype: float64","
2021-12-31    3.937638e+09
2020-12-31    4.597329e+09
2019-12-31    4.223186e+09
2018-12-31    4.170367e+09
Name: Total Current Assets, dtype: float64"
350,USM,,0.040799998,"
2021-12-31    903000000.0
2020-12-31    872000000.0
2019-12-31    750000000.0
2018-12-31    692000000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.547000e+09
2020-12-31    4.411000e+09
2019-12-31    4.197000e+09
2018-12-31    4.057000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.198592
2020-12-31    0.197688
2019-12-31    0.178699
2018-12-31    0.170569
dtype: float64","
2021-12-31    1.560000e+08
2020-12-31    1.271000e+09
2019-12-31    2.850000e+08
2018-12-31    5.800000e+08
Name: Cash, dtype: float64","
2021-12-31    1.623000e+09
2020-12-31    2.625000e+09
2019-12-31    1.573000e+09
2018-12-31    1.812000e+09
Name: Total Current Assets, dtype: float64"
351,VKQ,0.690839695,,"
2022-02-28    10127879.0
2021-02-28     1939963.0
2020-02-29     7279893.0
2019-02-28     3371684.0
Name: Total Current Liabilities, dtype: float64","
2022-02-28    708833765.0
2021-02-28    746050405.0
2020-02-29    772929201.0
2019-02-28    713391217.0
Name: Total Stockholder Equity, dtype: float64","
2022-02-28    0.014288
2021-02-28    0.002600
2020-02-29    0.009419
2019-02-28    0.004726
dtype: float64","
2022-02-28    2648013.0
2021-02-28    2485499.0
2020-02-29     227004.0
2019-02-28          NaN
Name: Cash, dtype: float64","
2022-02-28    17414361.0
2021-02-28    16145014.0
2020-02-29    16384621.0
2019-02-28    15996396.0
Name: Total Current Assets, dtype: float64"
352,WO60.F,,0.0615,"
2021-12-31    5.520400e+09
2020-12-31    4.523100e+09
2019-12-31    2.027100e+09
2018-12-31    2.094900e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    9.044000e+09
2020-12-31    9.480600e+09
2019-12-31    3.221100e+09
2018-12-31    3.599300e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.610394
2020-12-31    0.477090
2019-12-31    0.629319
2018-12-31    0.582030
dtype: float64","
2021-12-31    1.126300e+09
2020-12-31    1.335200e+09
2019-12-31    5.005000e+08
2018-12-31    2.128000e+08
Name: Cash, dtype: float64","
2021-12-31    7.765400e+09
2020-12-31    4.559900e+09
2019-12-31    2.239700e+09
2018-12-31    1.940900e+09
Name: Total Current Assets, dtype: float64"
353,CEVMY,,,"
2021-12-31    1.476695e+09
2020-12-31    1.114424e+09
2019-12-31    1.176115e+09
2018-12-31    1.155158e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    529952000.0
2020-12-31    438844000.0
2019-12-31    511770000.0
2018-12-31    438483000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    2.786469
2020-12-31    2.539454
2019-12-31    2.298132
2018-12-31    2.634442
dtype: float64","
2021-12-31    965190000.0
2020-12-31    741182000.0
2019-12-31    790511000.0
2018-12-31    873206000.0
Name: Cash, dtype: float64","
2021-12-31    1.398970e+09
2020-12-31    9.812630e+08
2019-12-31    1.141356e+09
2018-12-31    1.190752e+09
Name: Total Current Assets, dtype: float64"
354,RANI,,,"
2021-12-31    2640000.0
2020-12-31    5308000.0
2019-12-31    3498000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31     47411000.0
2020-12-31   -113339000.0
2019-12-31    -96636000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.055683
2020-12-31   -0.046833
2019-12-31   -0.036198
dtype: float64","
2021-12-31    117453000.0
2020-12-31     73058000.0
2019-12-31     16536000.0
Name: Cash, dtype: float64","
2021-12-31    119595000.0
2020-12-31     74945000.0
2019-12-31     16944000.0
Name: Total Current Assets, dtype: float64"
355,ESMT,1.37040715,,"
2021-12-31    36911000.0
2020-12-31    31646000.0
2019-12-31    13090000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    757099000.0
2020-12-31    428660000.0
2019-12-31    429716000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.048753
2020-12-31    0.073825
2019-12-31    0.030462
dtype: float64","
2021-12-31    254294000.0
2020-12-31     29350000.0
2019-12-31      6184000.0
Name: Cash, dtype: float64","
2021-12-31    275618000.0
2020-12-31     43913000.0
2019-12-31     14839000.0
Name: Total Current Assets, dtype: float64"
356,NOA3.F,-2.264150943,,"
2021-12-31    1.210100e+10
2020-12-31    1.176100e+10
2019-12-31    1.205500e+10
2018-12-31    1.410400e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.736000e+10
2020-12-31    1.246500e+10
2019-12-31    1.532500e+10
2018-12-31    1.528900e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.697062
2020-12-31    0.943522
2019-12-31    0.786623
2018-12-31    0.922493
dtype: float64","
2021-12-31    6.691000e+09
2020-12-31    6.940000e+09
2019-12-31    5.910000e+09
2018-12-31    6.261000e+09
Name: Cash, dtype: float64","
2021-12-31    1.959700e+10
2020-12-31    1.821500e+10
2019-12-31    1.680800e+10
2018-12-31    1.827100e+10
Name: Total Current Assets, dtype: float64"
357,FMEA.F,,0.0135,"
2021-12-31    7.257634e+09
2020-12-31    6.056235e+09
2019-12-31    7.059065e+09
2018-12-31    6.268282e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.269878e+10
2020-12-31    1.121508e+10
2019-12-31    1.195791e+10
2018-12-31    1.175841e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.571522
2020-12-31    0.540008
2019-12-31    0.590326
2018-12-31    0.533089
dtype: float64","
2021-12-31    1.481655e+09
2020-12-31    1.081539e+09
2019-12-31    1.007723e+09
2018-12-31    2.145632e+09
Name: Cash, dtype: float64","
2021-12-31    7.967242e+09
2020-12-31    7.275310e+09
2019-12-31    7.165146e+09
2018-12-31    7.846886e+09
Name: Total Current Assets, dtype: float64"
358,WHLRD,1.51010101,0.0482,"
2021-12-31    20116000.0
2020-12-31    24947000.0
2019-12-31    11583000.0
2018-12-31    16636000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -39781000.0
2020-12-31   -26709000.0
2019-12-31   -17613000.0
2018-12-31      608000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    -0.505669
2020-12-31    -0.934030
2019-12-31    -0.657639
2018-12-31    27.361842
dtype: float64","
2021-12-31    22898000.0
2020-12-31     7660000.0
2019-12-31     5451000.0
2018-12-31     3544000.0
Name: Cash, dtype: float64","
2021-12-31    51699000.0
2020-12-31    64993000.0
2019-12-31    30233000.0
2018-12-31    34656000.0
Name: Total Current Assets, dtype: float64"
359,IFX.F,1.258941345,,"
2021-09-30    4.443000e+09
2020-09-30    3.450000e+09
2019-09-30    2.213000e+09
2018-09-30    2.182000e+09
Name: Total Current Liabilities, dtype: float64","
2021-09-30    1.140100e+10
2020-09-30    1.021900e+10
2019-09-30    8.633000e+09
2018-09-30    6.446000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    0.389703
2020-09-30    0.337606
2019-09-30    0.256342
2018-09-30    0.338504
dtype: float64","
2021-09-30    1.749000e+09
2020-09-30    1.851000e+09
2019-09-30    1.021000e+09
2018-09-30    7.320000e+08
Name: Cash, dtype: float64","
2021-09-30    8.252000e+09
2020-09-30    7.179000e+09
2019-09-30    7.493000e+09
2018-09-30    5.423000e+09
Name: Total Current Assets, dtype: float64"
360,BITF,3.52739726,0.0104,"
2021-12-31    101178000.0
2020-12-31     28477000.0
2019-12-31      4009000.0
2018-12-31      4656000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    422582000.0
2020-12-31     15447000.0
2019-12-31     28088000.0
2018-12-31     15443000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.239428
2020-12-31    1.843529
2019-12-31    0.142730
2018-12-31    0.301496
dtype: float64","
2021-12-31    125595000.0
2020-12-31      5947000.0
2019-12-31      2159000.0
2018-12-31       552000.0
Name: Cash, dtype: float64","
2021-12-31    287127000.0
2020-12-31      9168000.0
2019-12-31      6550000.0
2018-12-31      3295000.0
Name: Total Current Assets, dtype: float64"
361,HAL.F,,,"
2021-12-31    4.306000e+09
2020-12-31    4.421000e+09
2019-12-31    4.878000e+09
2018-12-31    4.802000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    6.713000e+09
2020-12-31    4.974000e+09
2019-12-31    8.012000e+09
2018-12-31    9.522000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.641442
2020-12-31    0.888822
2019-12-31    0.608837
2018-12-31    0.504306
dtype: float64","
2021-12-31    3.044000e+09
2020-12-31    2.563000e+09
2019-12-31    2.268000e+09
2018-12-31    2.008000e+09
Name: Cash, dtype: float64","
2021-12-31    9.943000e+09
2020-12-31    9.475000e+09
2019-12-31    1.121200e+10
2018-12-31    1.115100e+10
Name: Total Current Assets, dtype: float64"
362,SAFRY,-0.951515152,0.014099999,"
2021-12-31    1.982800e+10
2020-12-31    1.902600e+10
2019-12-31    2.287600e+10
2018-12-31    2.109100e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.284100e+10
2020-12-31    1.238900e+10
2019-12-31    1.237100e+10
2018-12-31    1.195500e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.544117
2020-12-31    1.535717
2019-12-31    1.849163
2018-12-31    1.764199
dtype: float64","
2021-12-31    5.247000e+09
2020-12-31    3.747000e+09
2019-12-31    2.632000e+09
2018-12-31    2.330000e+09
Name: Cash, dtype: float64","
2021-12-31    2.058300e+10
2020-12-31    1.818800e+10
2019-12-31    2.007200e+10
2018-12-31    1.815900e+10
Name: Total Current Assets, dtype: float64"
363,VLON,,0.0049,"
2021-12-31    2445000.0
2020-12-31    2225000.0
2019-12-31     808000.0
2018-12-31     486292.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    5818000.0
2020-12-31   -1454000.0
2019-12-31    3214000.0
2018-12-31     152939.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.420248
2020-12-31   -1.530261
2019-12-31    0.251400
2018-12-31    3.179647
dtype: float64","
2021-12-31    3702000.0
2020-12-31     109000.0
2019-12-31    3821000.0
2018-12-31     612652.0
Name: Cash, dtype: float64","
2021-12-31    8129000.0
2020-12-31     674000.0
2019-12-31    3922000.0
2018-12-31     637639.0
Name: Total Current Assets, dtype: float64"
364,GBRA.F,0.769230769,,"
2020-12-31    572700000.0
2019-12-31    546200000.0
2018-12-31    661200000.0
2017-12-31    571500000.0
Name: Total Current Liabilities, dtype: float64","
2020-12-31    1.922000e+09
2019-12-31    1.899000e+09
2018-12-31    1.745400e+09
2017-12-31    1.837200e+09
Name: Total Stockholder Equity, dtype: float64","
2020-12-31    0.297971
2019-12-31    0.287625
2018-12-31    0.378824
2017-12-31    0.311071
dtype: float64","
2020-12-31    468600000.0
2019-12-31    408100000.0
2018-12-31    282200000.0
2017-12-31    412700000.0
Name: Cash, dtype: float64","
2020-12-31    1.075600e+09
2019-12-31    1.045600e+09
2018-12-31    8.919000e+08
2017-12-31    1.050000e+09
Name: Total Current Assets, dtype: float64"
365,ARR,,,"
2021-12-31    4.133668e+09
2020-12-31    4.586182e+09
2019-12-31             NaN
2018-12-31    7.173245e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.143632e+09
2020-12-31    9.382990e+08
2019-12-31             NaN
2018-12-31    1.125305e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    3.614509
2020-12-31    4.887762
2019-12-31         NaN
2018-12-31    6.374490
dtype: float64","
2021-12-31    337664000.0
2020-12-31    167671000.0
2019-12-31            NaN
2018-12-31    221668000.0
Name: Cash, dtype: float64","
2021-12-31    3.888856e+09
2020-12-31    3.552950e+09
2019-12-31             NaN
2018-12-31    1.412543e+09
Name: Total Current Assets, dtype: float64"
366,RMMZ,0.324074074,0.24190001,,,,,
367,CVV,,0.0867,"
2021-12-31    6336254.0
2020-12-31    3704296.0
2019-12-31    5388081.0
2018-12-31    4070516.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    29187975.0
2020-12-31    24125572.0
2019-12-31    29957845.0
2018-12-31    35713326.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.217084
2020-12-31    0.153542
2019-12-31    0.179855
2018-12-31    0.113978
dtype: float64","
2021-12-31    16651371.0
2020-12-31     7699335.0
2019-12-31     8664253.0
2018-12-31    11439361.0
Name: Cash, dtype: float64","
2021-12-31    23070500.0
2020-12-31    11789957.0
2019-12-31    14165792.0
2018-12-31    19447455.0
Name: Total Current Assets, dtype: float64"
368,SOL,-0.448087432,,"
2021-12-31     35099218.0
2020-12-31     88308638.0
2019-12-31    109405468.0
2018-12-31    133737068.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    404005568.0
2020-12-31    139137509.0
2019-12-31     94716772.0
2018-12-31     90669623.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.086878
2020-12-31    0.634686
2019-12-31    1.155080
2018-12-31    1.474993
dtype: float64","
2021-12-31    254065589.0
2020-12-31     40593094.0
2019-12-31     24292113.0
2018-12-31      6750178.0
Name: Cash, dtype: float64","
2021-12-31    329187736.0
2020-12-31    136748589.0
2019-12-31    103063145.0
2018-12-31    135273060.0
Name: Total Current Assets, dtype: float64"
369,BRN,4.545454545,,"
2021-09-30    5901000.0
2020-09-30    6364000.0
2019-09-30    4768000.0
2018-09-30    3629000.0
Name: Total Current Liabilities, dtype: float64","
2021-09-30     9499000.0
2020-09-30    -2045000.0
2019-09-30     1229000.0
2018-09-30    16026000.0
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    0.621223
2020-09-30   -3.111980
2019-09-30    3.879577
2018-09-30    0.226445
dtype: float64","
2021-09-30    11279000.0
2020-09-30     4584000.0
2019-09-30     4613000.0
2018-09-30     5965000.0
Name: Cash, dtype: float64","
2021-09-30    18035000.0
2020-09-30     9487000.0
2019-09-30     8704000.0
2018-09-30    12082000.0
Name: Total Current Assets, dtype: float64"
370,UNM,,0.0186,"
2021-12-31    5.943000e+08
2020-12-31    4.488000e+08
2019-12-31    1.077700e+09
2018-12-31    4.564000e+08
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.141640e+10
2020-12-31    1.087100e+10
2019-12-31    9.965000e+09
2018-12-31    8.621800e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.052057
2020-12-31    0.041284
2019-12-31    0.108149
2018-12-31    0.052936
dtype: float64","
2021-12-31     75000000.0
2020-12-31    197000000.0
2019-12-31     84100000.0
2018-12-31     94000000.0
Name: Cash, dtype: float64","
2021-12-31    1.450490e+10
2020-12-31    1.453640e+10
2019-12-31    8.455200e+09
2018-12-31    8.030600e+09
Name: Total Current Assets, dtype: float64"
371,AQMS,1.383033419,0.0297,"
2021-12-31     4078000.0
2020-12-31     3454000.0
2019-12-31     9810000.0
2018-12-31    11799000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    27533000.0
2020-12-31    31139000.0
2019-12-31    49589000.0
2018-12-31    50090000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.148113
2020-12-31    0.110922
2019-12-31    0.197826
2018-12-31    0.235556
dtype: float64","
2021-12-31     8137000.0
2020-12-31     6533000.0
2019-12-31     7575000.0
2018-12-31    20892000.0
Name: Cash, dtype: float64","
2021-12-31    12438000.0
2020-12-31     8358000.0
2019-12-31    27503000.0
2018-12-31    22752000.0
Name: Total Current Assets, dtype: float64"
372,INMD,0.073891626,,"
2021-12-31    51850000.0
2020-12-31    35030000.0
2019-12-31    32494000.0
2018-12-31    29429000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    415802000.0
2020-12-31    253963000.0
2019-12-31    176066000.0
2018-12-31     43263000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.124699
2020-12-31    0.137933
2019-12-31    0.184556
2018-12-31    0.680235
dtype: float64","
2021-12-31    68136000.0
2020-12-31    68938000.0
2019-12-31    44727000.0
2018-12-31    24721000.0
Name: Cash, dtype: float64","
2021-12-31    470114000.0
2020-12-31    289591000.0
2019-12-31    213208000.0
2018-12-31     77764000.0
Name: Total Current Assets, dtype: float64"
373,PRU2.F,0.979262673,,"
2021-12-31    1.481700e+10
2020-12-31    3.251400e+10
2019-12-31    2.076200e+10
2018-12-31    6.823300e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    1.708800e+10
2020-12-31    2.087800e+10
2019-12-31    1.947700e+10
2018-12-31    2.196800e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.867100
2020-12-31    1.557333
2019-12-31    1.065975
2018-12-31    3.106018
dtype: float64","
2021-12-31    7.170000e+09
2020-12-31    6.397000e+09
2019-12-31    2.491000e+09
2018-12-31    9.394000e+09
Name: Cash, dtype: float64","
2021-12-31    2.037400e+10
2020-12-31    6.225400e+10
2019-12-31    2.819000e+10
2018-12-31    1.749640e+11
Name: Total Current Assets, dtype: float64"
374,GBDC,,0.0184,"
2021-09-30    30302000.0
2020-09-30    29225000.0
2019-09-30    52441000.0
2018-09-30    23949000.0
Name: Total Current Liabilities, dtype: float64","
2021-09-30    2.582692e+09
2020-09-30    2.396193e+09
2019-09-30    2.222854e+09
2018-09-30    9.688540e+08
Name: Total Stockholder Equity, dtype: float64","
2021-09-30    0.011733
2020-09-30    0.012196
2019-09-30    0.023592
2018-09-30    0.024719
dtype: float64","
2021-09-30    181090000.0
2020-09-30     25136000.0
2019-09-30      6517000.0
2018-09-30      6037000.0
Name: Cash, dtype: float64","
2021-09-30    269751000.0
2020-09-30    205272000.0
2019-09-30    101598000.0
2018-09-30     52369000.0
Name: Total Current Assets, dtype: float64"
375,HMAC,1.802773498,0.0917,"
2021-12-31    227708.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31   -17618.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -12.924736
dtype: float64","
2021-12-31    50090.0
Name: Cash, dtype: float64","
2021-12-31    50090.0
Name: Total Current Assets, dtype: float64"
376,NETTF,,,"
2021-12-31    5.050133e+10
2020-12-31    4.674349e+10
2019-12-31    3.824301e+10
2018-12-31    3.510901e+10
Name: Total Current Liabilities, dtype: float64","
2021-12-31    9.532808e+10
2020-12-31    8.212680e+10
2019-12-31    6.145370e+10
2018-12-31    4.523164e+10
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.529763
2020-12-31    0.569162
2019-12-31    0.622306
2018-12-31    0.776205
dtype: float64","
2021-12-31    1.449816e+10
2020-12-31    9.117219e+09
2019-12-31    3.246373e+09
2018-12-31    4.977432e+09
Name: Cash, dtype: float64","
2021-12-31    1.131203e+11
2020-12-31    1.078310e+11
2019-12-31    8.510501e+10
2018-12-31    6.871572e+10
Name: Total Current Assets, dtype: float64"
377,WHF,,0.023,"
2021-12-31    24471000.0
2020-12-31    20840000.0
2019-12-31    19202000.0
2018-12-31    22816000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    349751000.0
2020-12-31    312897000.0
2019-12-31    312955000.0
2018-12-31    315296000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.069967
2020-12-31    0.066603
2019-12-31    0.061357
2018-12-31    0.072364
dtype: float64","
2021-12-31    12185000.0
2020-12-31     8062000.0
2019-12-31     4294000.0
2018-12-31    24148000.0
Name: Cash, dtype: float64","
2021-12-31    31811000.0
2020-12-31    28254000.0
2019-12-31    41536000.0
2018-12-31    44531000.0
Name: Total Current Assets, dtype: float64"
378,FSBC,0.920881971,0.113800004,"
2021-12-31    2.286005e+09
2020-12-31    1.784225e+09
2019-12-31    1.337498e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    235046000.0
2020-12-31    133775000.0
2019-12-31    108877000.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31     9.725777
2020-12-31    13.337507
2019-12-31    12.284486
dtype: float64","
2021-12-31    425329000.0
2020-12-31    290493000.0
2019-12-31    177366000.0
Name: Cash, dtype: float64","
2021-12-31    455888000.0
2020-12-31    324589000.0
2019-12-31    207316000.0
Name: Total Current Assets, dtype: float64"
379,FLAC,0.582633053,0.0214,"
2021-12-31    222074.0
2020-12-31    236521.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    -6359546.0
2020-12-31   -10538073.0
Name: Total Stockholder Equity, dtype: float64","
2021-12-31   -0.034920
2020-12-31   -0.022444
dtype: float64","
2021-12-31    1226716.0
2020-12-31    1365094.0
Name: Cash, dtype: float64","
2021-12-31    1488049.0
2020-12-31    1868777.0
Name: Total Current Assets, dtype: float64"
380,UEC,,,"
2022-07-31     8498000.0
2021-07-31    13269000.0
2020-07-31     2037402.0
2019-07-31     3071368.0
Name: Total Current Liabilities, dtype: float64","
2022-07-31    326909000.0
2021-07-31    151455000.0
2020-07-31     64416618.0
2019-07-31     74227268.0
Name: Total Stockholder Equity, dtype: float64","
2022-07-31    0.025995
2021-07-31    0.087610
2020-07-31    0.031629
2019-07-31    0.041378
dtype: float64","
2022-07-31    32536000.0
2021-07-31    44313000.0
2020-07-31     5147703.0
2019-07-31     6058186.0
Name: Cash, dtype: float64","
2022-07-31    102191000.0
2021-07-31     75045000.0
2020-07-31      6589879.0
2019-07-31     19709933.0
Name: Total Current Assets, dtype: float64"
381,IFF,-0.117647059,,"
2021-12-31    3.633000e+09
2020-12-31    1.904000e+09
2019-12-31    1.552190e+09
2018-12-31    1.128311e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    2.108200e+10
2020-12-31    6.310000e+09
2019-12-31    6.217304e+09
2018-12-31    6.032951e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.172327
2020-12-31    0.301743
2019-12-31    0.249656
2018-12-31    0.187025
dtype: float64","
2021-12-31    711000000.0
2020-12-31    650000000.0
2019-12-31    606823000.0
2018-12-31    634897000.0
Name: Cash, dtype: float64","
2021-12-31    6.987000e+09
2020-12-31    3.060000e+09
2019-12-31    2.942544e+09
2018-12-31    2.941860e+09
Name: Total Current Assets, dtype: float64"
382,SOFI,2.052959502,0.033800002,"
2021-12-31    297242000.0
2020-12-31    640541000.0
2019-12-31     78184000.0
2018-12-31     75240000.0
Name: Total Current Liabilities, dtype: float64","
2021-12-31    4.377329e+09
2020-12-31   -1.201150e+08
2019-12-31   -3.390620e+08
2018-12-31   -6.842200e+07
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    0.067905
2020-12-31   -5.332731
2019-12-31   -0.230589
2018-12-31   -1.099646
dtype: float64","
2021-12-31    494711000.0
2020-12-31    872582000.0
2019-12-31    499486000.0
2018-12-31    325114000.0
Name: Cash, dtype: float64","
2021-12-31    6.871069e+09
2020-12-31    6.243932e+09
2019-12-31    6.099483e+09
2018-12-31    7.756841e+09
Name: Total Current Assets, dtype: float64"
383,AEHAW,0.169587337,,,,,,
384,0HC3.L,,,"
2021-12-31    3.991000e+09
2020-12-31    4.293000e+09
2019-12-31    3.201000e+09
2018-12-31    2.942000e+09
Name: Total Current Liabilities, dtype: float64","
2021-12-31    3.801000e+09
2020-12-31    2.988000e+09
2019-12-31    4.331000e+09
2018-12-31    3.751000e+09
Name: Total Stockholder Equity, dtype: float64","
2021-12-31    1.049987
2020-12-31    1.436747
2019-12-31    0.739090
2018-12-31    0.784324
dtype: float64","
2021-12-31    4.700000e+08
2020-12-31    1.370000e+09
2019-12-31    2.210000e+08
2018-12-31    1.050000e+08
Name: Cash, dtype: float64","
2021-12-31    3.920000e+09
2020-12-31    4.006000e+09
2019-12-31    2.037000e+09
2018-12-31    1.787000e+09
Name: Total Current Assets, dtype: float64"
